product_id,store_id,stock_on_hand,reorder_level,last_updated
1223,57,431,91,2026-03-13 11:27:51.340089
1223,49,402,48,2026-03-13 11:27:51.340092
1223,55,153,99,2026-03-13 11:27:51.340095
1223,64,277,77,2026-03-13 11:27:51.340098
1223,90,389,76,2026-03-13 11:27:51.340101
1224,34,195,36,2026-03-13 11:27:51.340131
1224,77,111,90,2026-03-13 11:27:51.340134
1224,7,493,53,2026-03-13 11:27:51.340137
1224,65,421,49,2026-03-13 11:27:51.340140
1224,83,384,84,2026-03-13 11:27:51.340146
1225,54,312,38,2026-03-13 11:27:51.340177
1225,57,28,85,2026-03-13 11:27:51.340180
1225,53,83,20,2026-03-13 11:27:51.340185
1225,100,210,93,2026-03-13 11:27:51.340188
1225,83,402,99,2026-03-13 11:27:51.340191
1226,38,360,57,2026-03-13 11:27:51.340222
1226,60,441,53,2026-03-13 11:27:51.340225
1226,95,113,83,2026-03-13 11:27:51.340228
1226,54,448,71,2026-03-13 11:27:51.340231
1226,13,112,25,2026-03-13 11:27:51.340234
1227,28,153,79,2026-03-13 11:27:51.340265
1227,29,109,31,2026-03-13 11:27:51.340268
1227,34,487,94,2026-03-13 11:27:51.340271
1227,74,26,42,2026-03-13 11:27:51.340274
1227,57,373,44,2026-03-13 11:27:51.340277
1228,21,249,83,2026-03-13 11:27:51.340308
1228,96,11,76,2026-03-13 11:27:51.340311
1228,6,389,19,2026-03-13 11:27:51.340314
1228,41,204,22,2026-03-13 11:27:51.340317
1228,8,494,79,2026-03-13 11:27:51.340320
1229,62,383,47,2026-03-13 11:27:51.340351
1229,23,198,53,2026-03-13 11:27:51.340354
1229,25,480,32,2026-03-13 11:27:51.340357
1229,15,196,35,2026-03-13 11:27:51.340360
1229,21,486,84,2026-03-13 11:27:51.340363
1230,33,118,59,2026-03-13 11:27:51.340393
1230,16,227,95,2026-03-13 11:27:51.340397
1230,8,334,12,2026-03-13 11:27:51.340400
1230,70,394,31,2026-03-13 11:27:51.340403
1230,89,153,83,2026-03-13 11:27:51.340405
1231,67,2,14,2026-03-13 11:27:51.340436
1231,29,196,23,2026-03-13 11:27:51.340439
1231,81,101,11,2026-03-13 11:27:51.340442
1231,74,244,33,2026-03-13 11:27:51.340445
1231,21,189,74,2026-03-13 11:27:51.340448
1232,37,387,87,2026-03-13 11:27:51.340479
1232,8,132,37,2026-03-13 11:27:51.340482
1232,19,327,81,2026-03-13 11:27:51.340485
1232,95,79,75,2026-03-13 11:27:51.340488
1232,9,151,13,2026-03-13 11:27:51.340491
1233,83,350,83,2026-03-13 11:27:51.340522
1233,73,301,52,2026-03-13 11:27:51.340525
1233,77,457,44,2026-03-13 11:27:51.340528
1233,55,458,23,2026-03-13 11:27:51.340531
1233,95,355,48,2026-03-13 11:27:51.340536
1234,73,353,47,2026-03-13 11:27:51.340569
1234,58,100,51,2026-03-13 11:27:51.340572
1234,4,467,56,2026-03-13 11:27:51.340575
1234,61,393,18,2026-03-13 11:27:51.340578
1234,49,143,68,2026-03-13 11:27:51.340592
1235,87,197,82,2026-03-13 11:27:51.340626
1235,5,-5,85,2026-03-13 11:27:51.340629
1235,86,253,33,2026-03-13 11:27:51.340632
1235,20,461,36,2026-03-13 11:27:51.340635
1235,66,444,45,2026-03-13 11:27:51.340638
1236,73,372,21,2026-03-13 11:27:51.340669
1236,37,81,29,2026-03-13 11:27:51.340672
1236,23,4,75,2026-03-13 11:27:51.340675
1236,29,43,91,2026-03-13 11:27:51.340678
1236,81,399,62,2026-03-13 11:27:51.340681
1237,95,95,73,2026-03-13 11:27:51.340723
1237,79,107,72,2026-03-13 11:27:51.340726
1237,27,341,52,2026-03-13 11:27:51.340729
1237,50,8,58,2026-03-13 11:27:51.340732
1237,100,91,55,2026-03-13 11:27:51.340735
1238,60,321,97,2026-03-13 11:27:51.340767
1238,15,420,32,2026-03-13 11:27:51.340770
1238,79,266,66,2026-03-13 11:27:51.340773
1238,89,215,26,2026-03-13 11:27:51.340776
1238,24,233,43,2026-03-13 11:27:51.340779
1239,13,384,99,2026-03-13 11:27:51.340811
1239,62,303,59,2026-03-13 11:27:51.340814
1239,58,347,58,2026-03-13 11:27:51.340817
1239,29,303,25,2026-03-13 11:27:51.340820
1239,86,226,16,2026-03-13 11:27:51.340823
1240,6,129,76,2026-03-13 11:27:51.340854
1240,38,486,24,2026-03-13 11:27:51.340857
1240,13,433,29,2026-03-13 11:27:51.340860
1240,74,97,90,2026-03-13 11:27:51.340863
1240,77,498,72,2026-03-13 11:27:51.340866
1241,9,326,23,2026-03-13 11:27:51.340897
1241,65,225,66,2026-03-13 11:27:51.340900
1241,45,-5,67,2026-03-13 11:27:51.340903
1241,4,56,24,2026-03-13 11:27:51.340906
1241,53,393,15,2026-03-13 11:27:51.340909
1242,69,428,79,2026-03-13 11:27:51.340940
1242,5,17,72,2026-03-13 11:27:51.340943
1242,24,1,11,2026-03-13 11:27:51.340948
1242,55,378,60,2026-03-13 11:27:51.340951
1242,10,493,94,2026-03-13 11:27:51.340954
1243,77,111,71,2026-03-13 11:27:51.340985
1243,84,212,59,2026-03-13 11:27:51.340989
1243,58,43,83,2026-03-13 11:27:51.340991
1243,48,248,66,2026-03-13 11:27:51.340994
1243,92,307,52,2026-03-13 11:27:51.340998
1244,45,220,70,2026-03-13 11:27:51.341030
1244,20,257,68,2026-03-13 11:27:51.341033
1244,75,425,47,2026-03-13 11:27:51.341042
1244,13,143,90,2026-03-13 11:27:51.341045
1244,85,120,34,2026-03-13 11:27:51.341048
1245,75,176,77,2026-03-13 11:27:51.341079
1245,23,103,95,2026-03-13 11:27:51.341082
1245,95,443,51,2026-03-13 11:27:51.341085
1245,60,88,35,2026-03-13 11:27:51.341088
1245,80,119,67,2026-03-13 11:27:51.341091
1246,18,191,85,2026-03-13 11:27:51.341123
1246,95,313,26,2026-03-13 11:27:51.341127
1246,51,38,29,2026-03-13 11:27:51.341129
1246,82,368,93,2026-03-13 11:27:51.341132
1246,63,117,85,2026-03-13 11:27:51.341135
1247,57,340,59,2026-03-13 11:27:51.341168
1247,25,458,80,2026-03-13 11:27:51.341171
1247,87,156,99,2026-03-13 11:27:51.341174
1247,12,245,57,2026-03-13 11:27:51.341177
1247,62,278,39,2026-03-13 11:27:51.341180
1248,37,98,18,2026-03-13 11:27:51.341211
1248,58,442,30,2026-03-13 11:27:51.341214
1248,42,167,83,2026-03-13 11:27:51.341217
1248,34,481,46,2026-03-13 11:27:51.341220
1248,6,252,52,2026-03-13 11:27:51.341223
1249,25,22,62,2026-03-13 11:27:51.341255
1249,29,0,26,2026-03-13 11:27:51.341259
1249,60,255,30,2026-03-13 11:27:51.341262
1249,98,180,38,2026-03-13 11:27:51.341265
1249,86,350,51,2026-03-13 11:27:51.341268
1250,67,389,93,2026-03-13 11:27:51.341305
1250,59,221,10,2026-03-13 11:27:51.341308
1250,80,133,84,2026-03-13 11:27:51.341311
1250,85,431,100,2026-03-13 11:27:51.341314
1250,22,140,66,2026-03-13 11:27:51.341317
1251,7,43,51,2026-03-13 11:27:51.341351
1251,37,364,17,2026-03-13 11:27:51.341354
1251,35,384,78,2026-03-13 11:27:51.341357
1251,56,356,49,2026-03-13 11:27:51.341360
1251,65,72,51,2026-03-13 11:27:51.341363
1252,28,360,59,2026-03-13 11:27:51.341393
1252,52,72,80,2026-03-13 11:27:51.341396
1252,42,39,78,2026-03-13 11:27:51.341398
1252,19,145,46,2026-03-13 11:27:51.341401
1252,65,227,41,2026-03-13 11:27:51.341404
1253,33,347,100,2026-03-13 11:27:51.341435
1253,9,396,36,2026-03-13 11:27:51.341438
1253,29,116,57,2026-03-13 11:27:51.341441
1253,96,357,15,2026-03-13 11:27:51.341444
1253,66,46,49,2026-03-13 11:27:51.341447
1254,89,381,83,2026-03-13 11:27:51.341478
1254,98,317,73,2026-03-13 11:27:51.341481
1254,100,412,28,2026-03-13 11:27:51.341484
1254,88,65,85,2026-03-13 11:27:51.341487
1254,30,13,16,2026-03-13 11:27:51.341490
1255,15,224,55,2026-03-13 11:27:51.341521
1255,22,38,40,2026-03-13 11:27:51.341524
1255,87,494,69,2026-03-13 11:27:51.341527
1255,95,448,10,2026-03-13 11:27:51.341530
1255,85,364,52,2026-03-13 11:27:51.341533
1256,41,120,49,2026-03-13 11:27:51.341564
1256,91,395,94,2026-03-13 11:27:51.341567
1256,65,433,13,2026-03-13 11:27:51.341570
1256,22,319,51,2026-03-13 11:27:51.341573
1256,52,26,91,2026-03-13 11:27:51.341576
1257,57,351,54,2026-03-13 11:27:51.341619
1257,85,239,80,2026-03-13 11:27:51.341622
1257,81,205,66,2026-03-13 11:27:51.341625
1257,32,252,10,2026-03-13 11:27:51.341628
1257,4,437,100,2026-03-13 11:27:51.341631
1258,74,50,93,2026-03-13 11:27:51.341663
1258,99,132,91,2026-03-13 11:27:51.341666
1258,67,500,69,2026-03-13 11:27:51.341672
1258,44,319,89,2026-03-13 11:27:51.341675
1258,96,153,61,2026-03-13 11:27:51.341678
1259,22,72,63,2026-03-13 11:27:51.341709
1259,88,441,22,2026-03-13 11:27:51.341712
1259,53,274,51,2026-03-13 11:27:51.341717
1259,80,360,43,2026-03-13 11:27:51.341720
1259,89,234,98,2026-03-13 11:27:51.341723
1260,49,109,92,2026-03-13 11:27:51.341755
1260,87,184,89,2026-03-13 11:27:51.341758
1260,84,64,50,2026-03-13 11:27:51.341761
1260,90,200,85,2026-03-13 11:27:51.341764
1260,25,274,58,2026-03-13 11:27:51.341767
1261,40,468,27,2026-03-13 11:27:51.341798
1261,58,313,23,2026-03-13 11:27:51.341801
1261,35,13,44,2026-03-13 11:27:51.341804
1261,74,180,84,2026-03-13 11:27:51.341807
1261,30,49,53,2026-03-13 11:27:51.341810
1262,91,46,66,2026-03-13 11:27:51.341840
1262,40,393,94,2026-03-13 11:27:51.341843
1262,77,189,82,2026-03-13 11:27:51.341846
1262,20,478,13,2026-03-13 11:27:51.341849
1262,45,485,70,2026-03-13 11:27:51.341853
1263,83,157,20,2026-03-13 11:27:51.341886
1263,4,233,46,2026-03-13 11:27:51.341889
1263,79,347,71,2026-03-13 11:27:51.341892
1263,43,84,94,2026-03-13 11:27:51.341895
1263,63,64,74,2026-03-13 11:27:51.341898
1264,25,69,69,2026-03-13 11:27:51.341929
1264,51,327,59,2026-03-13 11:27:51.341932
1264,82,11,34,2026-03-13 11:27:51.341935
1264,7,230,97,2026-03-13 11:27:51.341938
1264,19,482,31,2026-03-13 11:27:51.341941
1265,51,412,64,2026-03-13 11:27:51.341972
1265,5,306,61,2026-03-13 11:27:51.341975
1265,69,282,72,2026-03-13 11:27:51.341978
1265,28,109,58,2026-03-13 11:27:51.341981
1265,66,246,47,2026-03-13 11:27:51.341984
1266,28,443,77,2026-03-13 11:27:51.342016
1266,10,276,87,2026-03-13 11:27:51.342019
1266,59,148,34,2026-03-13 11:27:51.342022
1266,39,268,93,2026-03-13 11:27:51.342025
1266,73,6,70,2026-03-13 11:27:51.342028
1267,18,448,45,2026-03-13 11:27:51.342064
1267,44,137,86,2026-03-13 11:27:51.342067
1267,20,439,59,2026-03-13 11:27:51.342070
1267,83,155,100,2026-03-13 11:27:51.342073
1267,54,429,24,2026-03-13 11:27:51.342079
1268,98,473,40,2026-03-13 11:27:51.342111
1268,43,398,67,2026-03-13 11:27:51.342115
1268,59,317,56,2026-03-13 11:27:51.342117
1268,7,251,94,2026-03-13 11:27:51.342120
1268,36,164,58,2026-03-13 11:27:51.342123
1269,35,410,59,2026-03-13 11:27:51.342155
1269,6,92,88,2026-03-13 11:27:51.342158
1269,61,161,28,2026-03-13 11:27:51.342160
1269,77,321,10,2026-03-13 11:27:51.342163
1269,24,353,63,2026-03-13 11:27:51.342167
1270,28,69,18,2026-03-13 11:27:51.342198
1270,11,186,24,2026-03-13 11:27:51.342201
1270,83,191,35,2026-03-13 11:27:51.342204
1270,31,165,91,2026-03-13 11:27:51.342207
1270,61,191,65,2026-03-13 11:27:51.342210
1271,56,190,37,2026-03-13 11:27:51.342241
1271,16,204,48,2026-03-13 11:27:51.342245
1271,97,436,18,2026-03-13 11:27:51.342248
1271,31,73,48,2026-03-13 11:27:51.342250
1271,12,42,30,2026-03-13 11:27:51.342253
1272,87,416,35,2026-03-13 11:27:51.342284
1272,58,285,55,2026-03-13 11:27:51.342287
1272,44,471,68,2026-03-13 11:27:51.342290
1272,83,325,31,2026-03-13 11:27:51.342293
1272,41,100,71,2026-03-13 11:27:51.342296
1273,58,99,81,2026-03-13 11:27:51.342327
1273,29,184,71,2026-03-13 11:27:51.342330
1273,60,484,95,2026-03-13 11:27:51.342333
1273,84,361,31,2026-03-13 11:27:51.342336
1273,99,323,85,2026-03-13 11:27:51.342339
1274,62,189,11,2026-03-13 11:27:51.342370
1274,86,374,73,2026-03-13 11:27:51.342373
1274,51,235,19,2026-03-13 11:27:51.342376
1274,47,303,84,2026-03-13 11:27:51.342379
1274,48,252,47,2026-03-13 11:27:51.342382
1275,74,221,14,2026-03-13 11:27:51.342413
1275,49,264,16,2026-03-13 11:27:51.342416
1275,70,185,64,2026-03-13 11:27:51.342419
1275,34,60,21,2026-03-13 11:27:51.342422
1275,55,474,51,2026-03-13 11:27:51.342428
1276,46,414,75,2026-03-13 11:27:51.342459
1276,7,280,68,2026-03-13 11:27:51.342462
1276,45,120,49,2026-03-13 11:27:51.342468
1276,87,460,50,2026-03-13 11:27:51.342471
1276,90,493,66,2026-03-13 11:27:51.342474
1277,91,415,47,2026-03-13 11:27:51.342505
1277,65,424,92,2026-03-13 11:27:51.342508
1277,66,470,39,2026-03-13 11:27:51.342511
1277,63,185,73,2026-03-13 11:27:51.342513
1277,88,8,10,2026-03-13 11:27:51.342517
1278,53,387,99,2026-03-13 11:27:51.342548
1278,28,434,32,2026-03-13 11:27:51.342551
1278,93,163,22,2026-03-13 11:27:51.342553
1278,16,135,20,2026-03-13 11:27:51.342556
1278,36,455,27,2026-03-13 11:27:51.342559
1279,25,134,51,2026-03-13 11:27:51.342601
1279,47,217,98,2026-03-13 11:27:51.342605
1279,99,4,58,2026-03-13 11:27:51.342608
1279,74,200,38,2026-03-13 11:27:51.342611
1279,81,403,74,2026-03-13 11:27:51.342614
1280,31,202,19,2026-03-13 11:27:51.342646
1280,41,0,50,2026-03-13 11:27:51.342649
1280,8,113,96,2026-03-13 11:27:51.342652
1280,55,309,87,2026-03-13 11:27:51.342655
1280,64,306,38,2026-03-13 11:27:51.342658
1281,41,442,71,2026-03-13 11:27:51.342690
1281,4,464,74,2026-03-13 11:27:51.342693
1281,33,155,18,2026-03-13 11:27:51.342696
1281,43,398,100,2026-03-13 11:27:51.342699
1281,45,152,55,2026-03-13 11:27:51.342701
1282,93,246,14,2026-03-13 11:27:51.342733
1282,81,123,20,2026-03-13 11:27:51.342736
1282,37,197,15,2026-03-13 11:27:51.342739
1282,97,252,96,2026-03-13 11:27:51.342742
1282,17,448,28,2026-03-13 11:27:51.342745
1283,71,118,15,2026-03-13 11:27:51.342775
1283,2,165,99,2026-03-13 11:27:51.342778
1283,4,368,82,2026-03-13 11:27:51.342781
1283,47,187,32,2026-03-13 11:27:51.342784
1283,40,498,46,2026-03-13 11:27:51.342787
1284,8,173,93,2026-03-13 11:27:51.342818
1284,95,452,49,2026-03-13 11:27:51.342821
1284,90,49,51,2026-03-13 11:27:51.342824
1284,40,51,93,2026-03-13 11:27:51.342827
1284,55,46,25,2026-03-13 11:27:51.342829
1285,45,429,92,2026-03-13 11:27:51.342864
1285,4,94,66,2026-03-13 11:27:51.342867
1285,18,288,12,2026-03-13 11:27:51.342870
1285,98,164,39,2026-03-13 11:27:51.342873
1285,19,148,10,2026-03-13 11:27:51.342876
1286,74,97,64,2026-03-13 11:27:51.342906
1286,85,394,10,2026-03-13 11:27:51.342909
1286,3,98,92,2026-03-13 11:27:51.342912
1286,33,109,65,2026-03-13 11:27:51.342915
1286,57,372,89,2026-03-13 11:27:51.342918
1287,68,95,32,2026-03-13 11:27:51.342949
1287,81,77,55,2026-03-13 11:27:51.342952
1287,84,210,69,2026-03-13 11:27:51.342955
1287,12,98,23,2026-03-13 11:27:51.342958
1287,44,67,93,2026-03-13 11:27:51.342961
1288,32,145,19,2026-03-13 11:27:51.342994
1288,31,167,41,2026-03-13 11:27:51.342997
1288,14,222,42,2026-03-13 11:27:51.343000
1288,87,266,44,2026-03-13 11:27:51.343003
1288,55,85,15,2026-03-13 11:27:51.343006
1289,78,320,61,2026-03-13 11:27:51.343042
1289,16,168,15,2026-03-13 11:27:51.343045
1289,88,30,90,2026-03-13 11:27:51.343048
1289,57,360,71,2026-03-13 11:27:51.343051
1289,4,253,64,2026-03-13 11:27:51.343054
1290,80,296,78,2026-03-13 11:27:51.343085
1290,67,323,53,2026-03-13 11:27:51.343088
1290,33,229,72,2026-03-13 11:27:51.343091
1290,85,131,77,2026-03-13 11:27:51.343094
1290,37,152,33,2026-03-13 11:27:51.343097
1291,20,450,56,2026-03-13 11:27:51.343129
1291,50,266,55,2026-03-13 11:27:51.343132
1291,9,198,66,2026-03-13 11:27:51.343135
1291,12,438,28,2026-03-13 11:27:51.343138
1291,65,335,24,2026-03-13 11:27:51.343141
1292,61,176,20,2026-03-13 11:27:51.343172
1292,96,247,37,2026-03-13 11:27:51.343175
1292,56,284,45,2026-03-13 11:27:51.343178
1292,85,469,13,2026-03-13 11:27:51.343181
1292,28,250,75,2026-03-13 11:27:51.343184
1293,59,399,10,2026-03-13 11:27:51.343215
1293,8,94,96,2026-03-13 11:27:51.343218
1293,31,134,34,2026-03-13 11:27:51.343223
1293,18,146,59,2026-03-13 11:27:51.343226
1293,15,136,39,2026-03-13 11:27:51.343229
1294,17,224,24,2026-03-13 11:27:51.343260
1294,81,288,62,2026-03-13 11:27:51.343264
1294,75,372,47,2026-03-13 11:27:51.343267
1294,62,194,19,2026-03-13 11:27:51.343270
1294,74,98,87,2026-03-13 11:27:51.343273
1295,9,59,16,2026-03-13 11:27:51.343303
1295,15,454,89,2026-03-13 11:27:51.343306
1295,10,352,80,2026-03-13 11:27:51.343309
1295,91,473,41,2026-03-13 11:27:51.343312
1295,94,186,49,2026-03-13 11:27:51.343315
1296,74,416,66,2026-03-13 11:27:51.343347
1296,35,149,55,2026-03-13 11:27:51.343349
1296,37,191,87,2026-03-13 11:27:51.343352
1296,73,231,53,2026-03-13 11:27:51.343355
1296,95,480,16,2026-03-13 11:27:51.343358
1297,56,180,32,2026-03-13 11:27:51.343389
1297,57,392,54,2026-03-13 11:27:51.343392
1297,26,304,11,2026-03-13 11:27:51.343395
1297,90,355,49,2026-03-13 11:27:51.343398
1297,35,439,17,2026-03-13 11:27:51.343401
1298,16,56,95,2026-03-13 11:27:51.343432
1298,9,375,85,2026-03-13 11:27:51.343438
1298,14,76,36,2026-03-13 11:27:51.343440
1298,57,431,75,2026-03-13 11:27:51.343444
1298,28,192,77,2026-03-13 11:27:51.343447
1299,71,28,76,2026-03-13 11:27:51.343478
1299,93,127,77,2026-03-13 11:27:51.343481
1299,12,276,29,2026-03-13 11:27:51.343484
1299,52,404,44,2026-03-13 11:27:51.343487
1299,99,62,48,2026-03-13 11:27:51.343490
1300,58,421,54,2026-03-13 11:27:51.343521
1300,84,365,15,2026-03-13 11:27:51.343524
1300,54,196,16,2026-03-13 11:27:51.343527
1300,29,131,61,2026-03-13 11:27:51.343529
1300,10,323,78,2026-03-13 11:27:51.343532
1301,13,377,94,2026-03-13 11:27:51.343567
1301,45,230,22,2026-03-13 11:27:51.343570
1301,27,271,90,2026-03-13 11:27:51.343573
1301,71,23,28,2026-03-13 11:27:51.343576
1301,2,250,36,2026-03-13 11:27:51.343591
1302,66,455,33,2026-03-13 11:27:51.343625
1302,52,171,30,2026-03-13 11:27:51.343628
1302,89,500,27,2026-03-13 11:27:51.343631
1302,8,148,21,2026-03-13 11:27:51.343634
1302,92,222,85,2026-03-13 11:27:51.343637
1303,13,406,12,2026-03-13 11:27:51.343668
1303,79,337,32,2026-03-13 11:27:51.343671
1303,72,488,70,2026-03-13 11:27:51.343674
1303,58,488,50,2026-03-13 11:27:51.343677
1303,65,183,25,2026-03-13 11:27:51.343680
1304,15,218,94,2026-03-13 11:27:51.343721
1304,62,423,49,2026-03-13 11:27:51.343724
1304,64,200,37,2026-03-13 11:27:51.343727
1304,39,255,95,2026-03-13 11:27:51.343730
1304,58,438,43,2026-03-13 11:27:51.343733
1305,8,213,30,2026-03-13 11:27:51.343764
1305,41,472,32,2026-03-13 11:27:51.343767
1305,7,270,99,2026-03-13 11:27:51.343770
1305,52,364,60,2026-03-13 11:27:51.343773
1305,30,96,77,2026-03-13 11:27:51.343776
1306,9,64,40,2026-03-13 11:27:51.343807
1306,59,483,84,2026-03-13 11:27:51.343810
1306,58,242,74,2026-03-13 11:27:51.343813
1306,3,95,54,2026-03-13 11:27:51.343816
1306,70,325,83,2026-03-13 11:27:51.343819
1307,98,34,41,2026-03-13 11:27:51.343850
1307,63,352,31,2026-03-13 11:27:51.343853
1307,36,285,54,2026-03-13 11:27:51.343856
1307,82,102,52,2026-03-13 11:27:51.343859
1307,86,241,58,2026-03-13 11:27:51.343862
1308,52,333,69,2026-03-13 11:27:51.343893
1308,4,484,20,2026-03-13 11:27:51.343896
1308,61,344,75,2026-03-13 11:27:51.343899
1308,36,237,66,2026-03-13 11:27:51.343902
1308,100,264,64,2026-03-13 11:27:51.343905
1309,86,467,85,2026-03-13 11:27:51.343936
1309,39,207,16,2026-03-13 11:27:51.343939
1309,22,250,44,2026-03-13 11:27:51.343942
1309,45,389,23,2026-03-13 11:27:51.343945
1309,32,440,94,2026-03-13 11:27:51.343948
1310,41,44,44,2026-03-13 11:27:51.343979
1310,78,34,26,2026-03-13 11:27:51.343982
1310,9,291,19,2026-03-13 11:27:51.343988
1310,3,47,30,2026-03-13 11:27:51.343991
1310,69,121,12,2026-03-13 11:27:51.343994
1311,98,187,18,2026-03-13 11:27:51.344025
1311,16,294,86,2026-03-13 11:27:51.344028
1311,84,40,93,2026-03-13 11:27:51.344031
1311,37,7,59,2026-03-13 11:27:51.344039
1311,72,220,49,2026-03-13 11:27:51.344042
1312,21,420,77,2026-03-13 11:27:51.344074
1312,78,477,31,2026-03-13 11:27:51.344077
1312,81,257,37,2026-03-13 11:27:51.344080
1312,97,74,91,2026-03-13 11:27:51.344083
1312,66,122,26,2026-03-13 11:27:51.344086
1313,5,12,48,2026-03-13 11:27:51.344117
1313,16,271,39,2026-03-13 11:27:51.344120
1313,90,127,99,2026-03-13 11:27:51.344123
1313,94,258,52,2026-03-13 11:27:51.344126
1313,88,139,91,2026-03-13 11:27:51.344129
1314,87,229,72,2026-03-13 11:27:51.344166
1314,57,343,26,2026-03-13 11:27:51.344169
1314,79,362,91,2026-03-13 11:27:51.344172
1314,63,402,75,2026-03-13 11:27:51.344175
1314,100,357,97,2026-03-13 11:27:51.344178
1315,25,17,95,2026-03-13 11:27:51.344209
1315,28,7,42,2026-03-13 11:27:51.344212
1315,44,92,61,2026-03-13 11:27:51.344215
1315,37,349,73,2026-03-13 11:27:51.344218
1315,31,86,42,2026-03-13 11:27:51.344221
1316,31,155,53,2026-03-13 11:27:51.344251
1316,3,161,90,2026-03-13 11:27:51.344254
1316,86,407,33,2026-03-13 11:27:51.344257
1316,29,51,45,2026-03-13 11:27:51.344260
1316,12,39,22,2026-03-13 11:27:51.344263
1317,33,0,72,2026-03-13 11:27:51.344294
1317,54,402,13,2026-03-13 11:27:51.344298
1317,17,268,84,2026-03-13 11:27:51.344301
1317,27,462,59,2026-03-13 11:27:51.344304
1317,26,266,99,2026-03-13 11:27:51.344307
1318,46,423,98,2026-03-13 11:27:51.344338
1318,82,485,80,2026-03-13 11:27:51.344341
1318,99,398,44,2026-03-13 11:27:51.344344
1318,13,92,85,2026-03-13 11:27:51.344347
1318,39,49,95,2026-03-13 11:27:51.344350
1319,80,244,94,2026-03-13 11:27:51.344384
1319,5,491,19,2026-03-13 11:27:51.344387
1319,2,416,67,2026-03-13 11:27:51.344390
1319,75,74,38,2026-03-13 11:27:51.344393
1319,65,-5,28,2026-03-13 11:27:51.344396
1320,59,63,99,2026-03-13 11:27:51.344427
1320,54,62,77,2026-03-13 11:27:51.344430
1320,44,305,37,2026-03-13 11:27:51.344433
1320,66,68,71,2026-03-13 11:27:51.344436
1320,87,159,64,2026-03-13 11:27:51.344439
1321,18,123,75,2026-03-13 11:27:51.344470
1321,42,243,85,2026-03-13 11:27:51.344473
1321,22,219,46,2026-03-13 11:27:51.344476
1321,51,375,96,2026-03-13 11:27:51.344479
1321,95,224,87,2026-03-13 11:27:51.344482
1322,56,289,74,2026-03-13 11:27:51.344513
1322,93,287,75,2026-03-13 11:27:51.344516
1322,62,154,62,2026-03-13 11:27:51.344519
1322,78,378,59,2026-03-13 11:27:51.344522
1322,16,110,33,2026-03-13 11:27:51.344525
1323,87,421,22,2026-03-13 11:27:51.344556
1323,78,293,64,2026-03-13 11:27:51.344559
1323,86,435,13,2026-03-13 11:27:51.344562
1323,61,230,76,2026-03-13 11:27:51.344566
1323,73,346,29,2026-03-13 11:27:51.344568
1324,65,326,15,2026-03-13 11:27:51.344610
1324,54,450,77,2026-03-13 11:27:51.344613
1324,85,148,11,2026-03-13 11:27:51.344616
1324,86,89,39,2026-03-13 11:27:51.344619
1324,44,358,40,2026-03-13 11:27:51.344622
1325,40,199,49,2026-03-13 11:27:51.344653
1325,41,218,14,2026-03-13 11:27:51.344656
1325,20,34,83,2026-03-13 11:27:51.344659
1325,69,374,77,2026-03-13 11:27:51.344662
1325,9,85,23,2026-03-13 11:27:51.344665
1326,10,254,53,2026-03-13 11:27:51.344696
1326,79,313,58,2026-03-13 11:27:51.344699
1326,46,242,55,2026-03-13 11:27:51.344702
1326,89,447,49,2026-03-13 11:27:51.344705
1326,16,428,95,2026-03-13 11:27:51.344711
1327,72,445,53,2026-03-13 11:27:51.344743
1327,83,322,91,2026-03-13 11:27:51.344746
1327,1,353,46,2026-03-13 11:27:51.344751
1327,39,209,54,2026-03-13 11:27:51.344754
1327,58,227,31,2026-03-13 11:27:51.344757
1328,23,212,22,2026-03-13 11:27:51.344788
1328,40,349,19,2026-03-13 11:27:51.344791
1328,53,438,37,2026-03-13 11:27:51.344794
1328,39,305,51,2026-03-13 11:27:51.344797
1328,38,371,22,2026-03-13 11:27:51.344800
1329,73,17,77,2026-03-13 11:27:51.344831
1329,3,160,52,2026-03-13 11:27:51.344834
1329,33,247,21,2026-03-13 11:27:51.344837
1329,39,493,96,2026-03-13 11:27:51.344840
1329,24,243,19,2026-03-13 11:27:51.344843
1330,7,281,55,2026-03-13 11:27:51.344874
1330,60,60,42,2026-03-13 11:27:51.344877
1330,35,348,27,2026-03-13 11:27:51.344880
1330,24,273,15,2026-03-13 11:27:51.344883
1330,94,360,11,2026-03-13 11:27:51.344886
1331,49,244,73,2026-03-13 11:27:51.344917
1331,77,112,64,2026-03-13 11:27:51.344920
1331,44,336,77,2026-03-13 11:27:51.344923
1331,15,198,47,2026-03-13 11:27:51.344926
1331,41,341,88,2026-03-13 11:27:51.344929
1332,3,64,82,2026-03-13 11:27:51.344960
1332,12,416,75,2026-03-13 11:27:51.344963
1332,9,428,11,2026-03-13 11:27:51.344966
1332,4,23,98,2026-03-13 11:27:51.344969
1332,45,257,29,2026-03-13 11:27:51.344972
1333,79,109,54,2026-03-13 11:27:51.345003
1333,75,326,61,2026-03-13 11:27:51.345008
1333,13,193,60,2026-03-13 11:27:51.345011
1333,54,99,50,2026-03-13 11:27:51.345013
1333,22,40,84,2026-03-13 11:27:51.345017
1334,21,35,40,2026-03-13 11:27:51.345063
1334,86,246,83,2026-03-13 11:27:51.345066
1334,29,487,58,2026-03-13 11:27:51.345070
