customer_id,gender,age,loyalty_status,signup_channel,city
44375,Female,26.0,None,Mobile,Pune
44376,Female,28.0,Gold,Store,Delhi
44377,Female,24.0,Gold,Mobile,Pune
44378,Male,45.0,Bronze,Online,Jaipur
44379,Female,47.0,Silver,Online,Pune
44380,Female,53.0,None,Online,Pune
44381,Male,68.0,Silver,Store,Mumbai
44382,Female,26.0,Bronze,Online,Mumbai
44383,Male,52.0,Bronze,Mobile,Hyderabad
44384,Male,68.0,Silver,Online,Chandigarh
44385,Female,30.0,None,Mobile,Pune
44386,Female,65.0,None,Store,Hyderabad
44387,Male,21.0,Silver,Store,Jaipur
44388,Female,27.0,Bronze,Mobile,Jaipur
44389,Male,43.0,Bronze,Store,Chandigarh
44390,Male,20.0,Silver,Mobile,Mumbai
44391,Female,67.0,Gold,Store,Pune
44392,Female,60.0,Gold,Mobile,Hyderabad
44393,Male,34.0,Gold,Store,Chandigarh
44394,Male,66.0,Silver,Online,Chandigarh
44395,Female,44.0,Silver,Mobile,Bangalore
44396,Male,39.0,Bronze,Store,Pune
44397,Male,61.0,None,Mobile,Delhi
44398,Male,53.0,None,Mobile,Pune
44399,Female,25.0,None,Mobile,Jaipur
44400,Male,50.0,Bronze,Online,Mumbai
44401,Male,43.0,Bronze,Online,Chandigarh
44402,Female,48.0,Silver,Online,Delhi
44403,Male,28.0,Silver,Store,Bangalore
44404,Male,46.0,Bronze,Online,Jaipur
44405,Female,46.0,Gold,Mobile,Bangalore
44406,Female,55.0,None,Online,Hyderabad
44407,Female,54.0,Bronze,Online,Pune
44408,Female,32.0,Gold,Store,Hyderabad
44409,Female,68.0,Bronze,Store,Chandigarh
44410,Male,32.0,Gold,Online,Hyderabad
44411,Male,24.0,None,Online,Bangalore
44412,Female,66.0,None,Online,Hyderabad
44413,Male,46.0,Silver,Store,Hyderabad
44414,Female,50.0,Gold,Online,Mumbai
44415,Male,63.0,Bronze,Mobile,Pune
44416,Male,68.0,Bronze,Online,Chandigarh
44417,Male,33.0,Gold,Store,Bangalore
44418,Female,51.0,None,Store,Hyderabad
44419,Female,38.0,Silver,Store,Hyderabad
44420,Female,24.0,Bronze,Store,Chandigarh
44421,Male,61.0,None,Store,Delhi
44422,Female,46.0,None,Store,Pune
44423,Male,26.0,Bronze,Mobile,Bangalore
44424,Male,66.0,Silver,Store,Chandigarh
44425,Female,24.0,Bronze,Online,Hyderabad
44426,Male,31.0,None,Mobile,Pune
44427,Male,47.0,None,Online,Bangalore
44428,Male,41.0,None,Online,Chandigarh
44429,Female,68.0,Silver,Store,Delhi
44430,Female,51.0,Bronze,Online,Jaipur
44431,Female,25.0,None,Store,Pune
44432,Male,18.0,Bronze,Store,Jaipur
44433,Male,51.0,Gold,Online,Hyderabad
44434,Female,37.0,Bronze,Online,Pune
44435,Male,48.0,None,Store,Jaipur
44436,Female,32.0,None,Mobile,Mumbai
44437,Female,32.0,None,Store,Pune
44438,Female,68.0,Silver,Online,Delhi
44439,Female,51.0,None,Store,Chandigarh
44440,Male,22.0,Gold,Mobile,Delhi
44441,Male,39.0,None,Mobile,Mumbai
44442,Male,29.0,None,Store,Hyderabad
44443,Female,62.0,Silver,Online,Bangalore
44444,Male,48.0,None,Online,Bangalore
44445,Female,46.0,None,Mobile,Chandigarh
44446,Female,39.0,Gold,Mobile,Bangalore
44447,Female,65.0,Gold,Online,Jaipur
44448,Male,25.0,None,Mobile,Delhi
44449,Female,54.0,Bronze,Mobile,Chandigarh
44450,Male,45.0,Gold,Store,Chandigarh
44451,Male,38.0,Silver,Online,Pune
44452,Male,28.0,None,Online,Pune
44453,Male,28.0,Gold,Store,Delhi
44454,Male,40.0,None,Mobile,Bangalore
44455,Male,59.0,Gold,Store,Chandigarh
44456,Male,30.0,None,Mobile,Chandigarh
44457,Male,60.0,Bronze,Online,Jaipur
44458,Female,44.0,Bronze,Store,Mumbai
44459,Female,40.0,None,Online,Chandigarh
44460,Male,68.0,Gold,Mobile,Bangalore
44461,Male,50.0,None,Online,Mumbai
44462,Male,43.0,Gold,Store,Bangalore
44463,Male,60.0,Silver,Online,Hyderabad
44464,Male,53.0,Bronze,Online,Mumbai
44465,Female,50.0,Silver,Store,Delhi
44466,Male,55.0,Gold,Online,Bangalore
44467,Male,33.0,Silver,Online,Hyderabad
44468,Male,27.0,Bronze,Mobile,Hyderabad
44469,Female,60.0,Silver,Store,Bangalore
44470,Female,65.0,Bronze,Online,Bangalore
44471,Male,58.0,Bronze,Store,Delhi
44472,Female,61.0,Silver,Mobile,Jaipur
44473,Female,69.0,Gold,Mobile,Mumbai
44474,Female,34.0,Gold,Online,Chandigarh
44475,Female,69.0,Bronze,Store,Mumbai
44476,Female,60.0,Silver,Online,Mumbai
44477,Female,40.0,None,Store,Delhi
44478,Female,18.0,Silver,Store,Hyderabad
44479,Female,46.0,None,Online,Chandigarh
44480,Male,42.0,Silver,Mobile,Jaipur
44481,Male,23.0,None,Store,Pune
44482,Female,27.0,Bronze,Store,Hyderabad
44483,Female,57.0,Gold,Mobile,Mumbai
44484,Male,31.0,Gold,Online,Hyderabad
44485,Male,40.0,None,Mobile,Hyderabad
44486,Female,36.0,Gold,Store,Hyderabad
44487,Male,48.0,Bronze,Store,Mumbai
44488,Female,56.0,Gold,Mobile,Mumbai
44489,Male,56.0,Bronze,Store,Jaipur
44490,Female,55.0,None,Mobile,Chandigarh
44491,Male,36.0,Silver,Online,Bangalore
44492,Female,60.0,Gold,Store,Bangalore
44493,Male,18.0,None,Store,Mumbai
44494,Male,55.0,None,Store,Hyderabad
44495,Female,30.0,Silver,Mobile,Chandigarh
44496,Female,67.0,Gold,Online,Hyderabad
44497,Male,51.0,None,Online,Mumbai
44498,Male,34.0,Gold,Online,Hyderabad
44499,Female,49.0,None,Online,Bangalore
44500,Male,66.0,Gold,Store,Mumbai
44501,Male,51.0,None,Store,Chandigarh
44502,Male,50.0,Bronze,Store,Bangalore
44503,Male,61.0,Gold,Online,Jaipur
44504,Male,45.0,Bronze,Store,Hyderabad
44505,Female,61.0,Gold,Mobile,Pune
44506,Male,46.0,Silver,Mobile,Delhi
44507,Male,54.0,None,Online,Bangalore
44508,Female,41.0,Bronze,Online,Jaipur
44509,Female,65.0,None,Online,Delhi
44510,Female,33.0,Gold,Store,Pune
44511,Female,30.0,None,Mobile,Pune
44512,Female,43.0,Silver,Online,Mumbai
44513,Male,24.0,Gold,Online,Delhi
44514,Male,61.0,None,Store,Mumbai
44515,Male,31.0,Gold,Online,Hyderabad
44516,Female,69.0,Gold,Mobile,Bangalore
44517,Female,49.0,Gold,Store,Bangalore
44518,Female,58.0,None,Online,Delhi
44519,Male,28.0,Bronze,Online,Bangalore
44520,Male,49.0,Silver,Mobile,Jaipur
44521,Male,28.0,Silver,Store,Pune
44522,Male,37.0,Bronze,Online,Delhi
44523,Male,69.0,Bronze,Store,Pune
44524,Male,51.0,None,Store,Jaipur
44525,Female,64.0,None,Online,Bangalore
44526,Male,67.0,Silver,Online,Hyderabad
44527,Male,39.0,None,Online,Mumbai
44528,Male,40.0,Gold,Store,Chandigarh
44529,Male,46.0,Bronze,Online,Pune
44530,Male,29.0,Gold,Store,Pune
44531,Female,56.0,None,Online,Mumbai
44532,Male,48.0,None,Online,Delhi
44533,Male,46.0,Gold,Mobile,Jaipur
44534,Female,48.0,None,Store,Jaipur
44535,Female,29.0,Gold,Store,Bangalore
44536,Male,52.0,None,Online,Chandigarh
44537,Male,59.0,Bronze,Mobile,Pune
44538,Male,58.0,Gold,Store,Jaipur
44539,Male,44.0,Bronze,Online,Chandigarh
44540,Male,32.0,Bronze,Mobile,Pune
44541,Female,47.0,Gold,Store,Chandigarh
44542,Female,24.0,Gold,Mobile,Pune
44543,Male,53.0,Bronze,Mobile,Jaipur
44544,Male,63.0,None,Online,Pune
44545,Female,41.0,None,Store,Hyderabad
44546,Female,35.0,Gold,Online,Delhi
44547,Male,41.0,None,Online,Bangalore
44548,Male,49.0,None,Store,Pune
44549,Male,29.0,None,Online,Mumbai
44550,Male,45.0,Silver,Store,Mumbai
44551,Male,28.0,Silver,Mobile,Bangalore
44552,Male,20.0,Bronze,Online,Chandigarh
44553,Female,54.0,None,Store,Pune
44554,Female,20.0,Bronze,Mobile,Chandigarh
44555,Female,46.0,Gold,Store,Bangalore
44556,Female,49.0,Silver,Store,Delhi
44557,Male,55.0,Silver,Mobile,Mumbai
44558,Female,48.0,Silver,Store,Bangalore
44559,Female,18.0,None,Mobile,Delhi
44560,Male,54.0,Silver,Online,Pune
44561,Female,38.0,None,Online,Hyderabad
44562,Male,63.0,Silver,Online,Chandigarh
44563,Male,58.0,Bronze,Store,Pune
44564,Female,59.0,None,Store,Mumbai
44565,Female,37.0,None,Mobile,Hyderabad
44566,Female,28.0,Silver,Store,Hyderabad
44567,Male,27.0,Bronze,Mobile,Hyderabad
44568,Female,20.0,Gold,Online,Jaipur
44569,Male,65.0,None,Online,Chandigarh
44570,Female,31.0,Gold,Online,Bangalore
44571,Male,62.0,Silver,Store,Hyderabad
44572,Female,62.0,Bronze,Online,Pune
44573,Female,48.0,None,Online,Pune
44574,Male,52.0,Bronze,Mobile,Mumbai
44575,Female,66.0,None,Online,Delhi
44576,Female,26.0,Bronze,Mobile,Pune
44577,Male,23.0,Gold,Online,Mumbai
44578,Female,46.0,Bronze,Online,Bangalore
44579,Female,69.0,Bronze,Online,Pune
44580,Male,63.0,Gold,Store,Pune
44581,Female,69.0,Bronze,Mobile,Pune
44582,Male,39.0,Gold,Store,Bangalore
44583,Female,66.0,Gold,Store,Chandigarh
44584,Female,63.0,None,Mobile,Chandigarh
44585,Male,20.0,Gold,Store,Bangalore
44586,Female,19.0,Silver,Mobile,Pune
44587,Male,45.0,None,Store,Mumbai
44588,Male,54.0,Gold,Store,Delhi
44589,Female,22.0,Silver,Online,Jaipur
44590,Male,26.0,Bronze,Online,Mumbai
44591,Female,49.0,Silver,Store,Hyderabad
44592,Male,34.0,None,Online,Bangalore
44593,Female,28.0,Silver,Mobile,Pune
44594,Female,55.0,None,Online,Jaipur
44595,Male,52.0,None,Online,Mumbai
44596,Female,64.0,Gold,Mobile,Hyderabad
44597,Female,35.0,Gold,Store,Jaipur
44598,Female,53.0,Bronze,Online,Chandigarh
44599,Male,36.0,Silver,Mobile,Pune
44600,Female,42.0,Gold,Mobile,Delhi
44601,Female,63.0,Gold,Online,Pune
44602,Male,57.0,Silver,Mobile,Delhi
44603,Female,48.0,Silver,Store,Mumbai
44604,Male,40.0,Gold,Mobile,Bangalore
44605,Male,68.0,Bronze,Mobile,Bangalore
44606,Female,31.0,Gold,Store,Bangalore
44607,Male,44.0,Bronze,Store,Pune
44608,Female,52.0,Gold,Store,Hyderabad
44609,Female,30.0,Silver,Online,Jaipur
44610,Female,53.0,None,Store,Pune
44611,Male,41.0,None,Store,Jaipur
44612,Male,50.0,Bronze,Online,Mumbai
44613,Female,66.0,Bronze,Store,Jaipur
44614,Female,24.0,Bronze,Store,Pune
44615,Male,26.0,Gold,Mobile,Bangalore
44616,Female,67.0,Bronze,Store,Mumbai
44617,Male,38.0,Silver,Store,Bangalore
44618,Male,49.0,None,Mobile,Chandigarh
44619,Female,19.0,None,Store,Delhi
44620,Female,61.0,Gold,Online,Delhi
44621,Female,42.0,Silver,Online,Mumbai
44622,Male,18.0,Gold,Store,Jaipur
44623,Male,28.0,Silver,Store,Pune
44624,Male,33.0,Gold,Mobile,Mumbai
44625,Male,,Silver,Mobile,Pune
44626,Female,32.0,Silver,Store,Mumbai
44627,Male,44.0,Silver,Store,Pune
44628,Female,33.0,None,Store,Delhi
44629,Male,63.0,Bronze,Store,Delhi
44630,Male,50.0,Bronze,Online,Hyderabad
44631,Female,56.0,Silver,Store,Delhi
44632,Male,25.0,None,Store,Bangalore
44633,Female,65.0,Gold,Online,Hyderabad
44634,Male,18.0,Gold,Store,Mumbai
44635,Female,36.0,Bronze,Mobile,Hyderabad
44636,Male,43.0,Silver,Store,Delhi
44637,Male,54.0,None,Mobile,Jaipur
44638,Female,64.0,Bronze,Mobile,Hyderabad
44639,Female,20.0,Gold,Store,Mumbai
44640,Female,41.0,None,Store,Pune
44641,Male,39.0,Bronze,Mobile,Mumbai
44642,Male,18.0,Bronze,Store,Mumbai
44643,Male,56.0,Gold,Store,Hyderabad
44644,Male,26.0,Silver,Online,Hyderabad
44645,Male,50.0,Bronze,Online,Chandigarh
44646,Male,40.0,Bronze,Store,Hyderabad
44647,Female,51.0,Silver,Mobile,Delhi
44648,Male,66.0,None,Store,Pune
44649,Male,66.0,Gold,Store,Mumbai
44650,Female,52.0,Silver,Store,Bangalore
44651,Female,66.0,Bronze,Mobile,Delhi
44652,Female,27.0,None,Mobile,Mumbai
44653,Female,49.0,Gold,Online,Jaipur
44654,Female,19.0,Silver,Online,Jaipur
44655,Male,24.0,Bronze,Mobile,Mumbai
44656,Male,41.0,Bronze,Online,Mumbai
44657,Female,20.0,Gold,Mobile,Jaipur
44658,Female,29.0,None,Mobile,Delhi
44659,Male,56.0,None,Online,Delhi
44660,Female,59.0,Silver,Store,Pune
44661,Male,53.0,None,Store,Jaipur
44662,Male,44.0,Gold,Mobile,Bangalore
44663,Female,18.0,Gold,Online,Jaipur
44664,Male,63.0,None,Store,Chandigarh
44665,Male,53.0,None,Store,Bangalore
44666,Male,49.0,Silver,Online,Pune
44667,Male,44.0,Bronze,Mobile,Mumbai
44668,Female,61.0,Silver,Online,Mumbai
44669,Female,48.0,None,Mobile,Hyderabad
44670,Female,50.0,None,Online,Chandigarh
44671,Female,63.0,None,Mobile,Bangalore
44672,Female,49.0,Bronze,Store,Delhi
44673,Male,21.0,None,Store,Chandigarh
44674,Male,42.0,Bronze,Mobile,Mumbai
44675,Male,56.0,Gold,Mobile,Jaipur
44676,Male,46.0,Gold,Store,Delhi
44677,Female,26.0,None,Mobile,Delhi
44678,Female,31.0,None,Mobile,Jaipur
44679,Male,67.0,None,Online,Jaipur
44680,Female,22.0,Gold,Online,Pune
44681,Male,69.0,Bronze,Online,Chandigarh
44682,Male,34.0,Silver,Store,Delhi
44683,Female,49.0,Gold,Online,Chandigarh
44684,Female,23.0,None,Online,Jaipur
44685,Female,22.0,Bronze,Store,Delhi
44686,Male,46.0,Silver,Mobile,Mumbai
44687,Female,45.0,Silver,Mobile,Chandigarh
44688,Male,27.0,None,Store,Jaipur
44689,Female,40.0,None,Online,Bangalore
44690,Male,66.0,Silver,Online,Bangalore
44691,Female,36.0,Bronze,Store,Mumbai
44692,Male,21.0,Gold,Online,Bangalore
44693,Male,63.0,Silver,Store,Mumbai
44694,Female,49.0,Gold,Online,Delhi
44695,Male,37.0,None,Store,Bangalore
44696,Female,63.0,Silver,Mobile,Jaipur
44697,Female,45.0,None,Mobile,Jaipur
44698,Female,53.0,Silver,Store,Delhi
44699,Male,40.0,Bronze,Mobile,Delhi
44700,Female,20.0,Bronze,Mobile,Delhi
44701,Male,41.0,Gold,Online,Pune
44702,Female,19.0,None,Store,Chandigarh
44703,Female,35.0,None,Online,Mumbai
44704,Male,66.0,Silver,Online,Pune
44705,Male,49.0,Silver,Mobile,Mumbai
44706,Female,65.0,Bronze,Mobile,Delhi
44707,Male,63.0,Silver,Store,Bangalore
44708,Female,65.0,Bronze,Store,Pune
44709,Male,65.0,Bronze,Online,Bangalore
44710,Male,47.0,Gold,Mobile,Mumbai
44711,Female,55.0,Bronze,Mobile,Bangalore
44712,Male,44.0,Silver,Store,Mumbai
44713,Female,55.0,Bronze,Online,Chandigarh
44714,Female,55.0,Gold,Mobile,Pune
44715,Male,31.0,Silver,Online,Bangalore
44716,Female,18.0,None,Online,Hyderabad
44717,Male,69.0,Gold,Online,Bangalore
44718,Male,18.0,Gold,Store,Delhi
44719,Female,67.0,Bronze,Online,Chandigarh
44720,Male,57.0,Gold,Online,Delhi
44721,Female,25.0,Silver,Mobile,Hyderabad
44722,Female,34.0,Bronze,Mobile,Pune
44723,Male,18.0,Silver,Online,Hyderabad
44724,Male,31.0,Silver,Store,Jaipur
44725,Female,60.0,Bronze,Online,Pune
44726,Female,61.0,Gold,Online,Chandigarh
44727,Female,30.0,Bronze,Store,Mumbai
44728,Male,47.0,None,Mobile,Bangalore
44729,Male,30.0,Gold,Mobile,Delhi
44730,Female,20.0,Gold,Online,Bangalore
44731,Male,39.0,Gold,Online,Hyderabad
44732,Female,52.0,Gold,Mobile,Jaipur
44733,Male,31.0,None,Mobile,Pune
44734,Female,57.0,Silver,Mobile,Jaipur
44735,Female,62.0,Bronze,Store,Mumbai
44736,Female,39.0,Gold,Store,Hyderabad
44737,Female,50.0,Bronze,Online,Chandigarh
44738,Female,29.0,Silver,Mobile,Delhi
44739,Female,41.0,None,Online,Bangalore
44740,Male,22.0,Bronze,Online,Mumbai
44741,Female,26.0,Silver,Online,Bangalore
44742,Female,19.0,Gold,Store,Hyderabad
44743,Female,48.0,None,Online,Bangalore
44744,Female,63.0,None,Mobile,Delhi
44745,Female,46.0,Silver,Store,Jaipur
44746,Male,46.0,Gold,Mobile,Jaipur
44747,Female,53.0,None,Online,Hyderabad
44748,Female,47.0,Gold,Mobile,Pune
44749,Female,39.0,Bronze,Online,Delhi
44750,Female,38.0,Bronze,Online,Hyderabad
44751,Male,58.0,None,Online,Hyderabad
44752,Male,66.0,Bronze,Online,Bangalore
44753,Female,29.0,Silver,Mobile,Bangalore
44754,Female,24.0,None,Store,Mumbai
44755,Male,42.0,Silver,Online,Chandigarh
44756,Female,25.0,Silver,Store,Bangalore
44757,Male,50.0,Gold,Online,Pune
44758,Female,33.0,Gold,Online,Mumbai
44759,Male,57.0,Silver,Mobile,Jaipur
44760,Male,62.0,Gold,Store,Pune
44761,Female,68.0,None,Online,Hyderabad
44762,Female,62.0,Silver,Mobile,Delhi
44763,Female,27.0,Gold,Mobile,Chandigarh
44764,Female,29.0,None,Store,Delhi
44765,Male,39.0,Gold,Mobile,Pune
44766,Male,24.0,Bronze,Online,Pune
44767,Female,62.0,Gold,Mobile,Mumbai
44768,Male,38.0,Gold,Store,Bangalore
44769,Female,57.0,Silver,Online,Pune
44770,Female,55.0,Silver,Online,Bangalore
44771,Female,39.0,Gold,Mobile,Hyderabad
44772,Male,26.0,Silver,Online,Pune
44773,Female,37.0,Silver,Mobile,Delhi
44774,Male,30.0,Gold,Online,Hyderabad
44775,Female,68.0,Gold,Online,Pune
44776,Male,41.0,Silver,Store,Bangalore
44777,Male,47.0,Silver,Online,Delhi
44778,Male,58.0,Gold,Store,Bangalore
44779,Male,69.0,None,Online,Hyderabad
44780,Female,67.0,None,Mobile,Mumbai
44781,Male,35.0,Bronze,Store,Chandigarh
44782,Male,42.0,None,Mobile,Jaipur
44783,Female,37.0,Bronze,Mobile,Pune
44784,Male,28.0,Gold,Online,Pune
44785,Female,57.0,Bronze,Mobile,Delhi
44786,Male,51.0,Silver,Online,Pune
44787,Female,40.0,Gold,Mobile,Mumbai
44788,Male,43.0,None,Mobile,Pune
44789,Male,40.0,Silver,Store,Jaipur
44790,Male,66.0,Gold,Online,Mumbai
44791,Male,59.0,Silver,Online,Chandigarh
44792,Female,64.0,None,Online,Pune
44793,Male,50.0,Gold,Store,Delhi
44794,Female,42.0,Bronze,Mobile,Mumbai
44795,Female,51.0,Gold,Store,Hyderabad
44796,Female,43.0,Gold,Online,Delhi
44797,Female,56.0,None,Mobile,Hyderabad
44798,Male,22.0,Silver,Online,Delhi
44799,Male,46.0,None,Online,Bangalore
44800,Male,47.0,Gold,Online,Bangalore
44801,Male,62.0,None,Mobile,Hyderabad
44802,Male,44.0,Gold,Store,Hyderabad
44803,Male,54.0,Bronze,Online,Bangalore
44804,Female,42.0,Gold,Store,Pune
44805,Female,60.0,Bronze,Store,Hyderabad
44806,Male,27.0,Silver,Online,Mumbai
44807,Male,61.0,Silver,Mobile,Hyderabad
44808,Male,51.0,Bronze,Store,Bangalore
44809,Female,29.0,Silver,Store,Delhi
44810,Male,46.0,Bronze,Mobile,Jaipur
44811,Male,56.0,Silver,Mobile,Jaipur
44812,Male,36.0,None,Online,Mumbai
44813,Female,36.0,None,Online,Bangalore
44814,Female,46.0,Silver,Mobile,Hyderabad
44815,Male,19.0,None,Online,Pune
44816,Female,43.0,Silver,Online,Delhi
44817,Female,62.0,Gold,Mobile,Jaipur
44818,Female,54.0,Gold,Store,Bangalore
44819,Male,65.0,Silver,Online,Bangalore
44820,Male,68.0,Gold,Mobile,Pune
44821,Female,51.0,Gold,Store,Delhi
44822,Female,47.0,Silver,Store,Hyderabad
44823,Female,29.0,Silver,Online,Bangalore
44824,Male,37.0,None,Online,Hyderabad
44825,Female,50.0,Gold,Online,Mumbai
44826,Female,26.0,None,Online,Pune
44827,Male,19.0,None,Online,Delhi
44828,Female,45.0,Bronze,Online,Delhi
44829,Female,51.0,Silver,Mobile,Hyderabad
44830,Male,38.0,None,Online,Delhi
44831,Female,36.0,Bronze,Mobile,Chandigarh
44832,Female,31.0,Gold,Mobile,Hyderabad
44833,Female,34.0,Silver,Store,Mumbai
44834,Female,22.0,Bronze,Store,Pune
44835,Male,38.0,None,Mobile,Chandigarh
44836,Male,39.0,None,Online,Delhi
44837,Male,57.0,Bronze,Online,Hyderabad
44838,Female,37.0,Bronze,Store,Bangalore
44839,Male,45.0,Bronze,Mobile,Hyderabad
44840,Male,49.0,Gold,Store,Mumbai
44841,Female,62.0,Silver,Store,Chandigarh
44842,Male,36.0,None,Mobile,Delhi
44843,Female,45.0,Silver,Store,Jaipur
44844,Female,40.0,Silver,Online,Chandigarh
44845,Female,50.0,Silver,Store,Pune
44846,Male,35.0,Silver,Online,Bangalore
44847,Male,52.0,None,Online,Mumbai
44848,Female,63.0,Silver,Mobile,Jaipur
44849,Male,54.0,Bronze,Store,Chandigarh
44850,Female,59.0,Gold,Online,Mumbai
44851,Male,53.0,None,Online,Delhi
44852,Male,61.0,Gold,Mobile,Hyderabad
44853,Male,36.0,Gold,Mobile,Pune
44854,Male,43.0,None,Mobile,Jaipur
44855,Male,53.0,None,Mobile,Chandigarh
44856,Female,60.0,Silver,Mobile,Pune
44857,Male,43.0,Silver,Store,Pune
44858,Male,24.0,Gold,Store,Jaipur
44859,Male,40.0,Silver,Mobile,Hyderabad
44860,Male,22.0,Gold,Store,Chandigarh
44861,Male,40.0,Gold,Mobile,Bangalore
44862,Female,53.0,None,Online,Chandigarh
44863,Female,49.0,Silver,Store,Mumbai
44864,Female,32.0,Silver,Online,Jaipur
44865,Male,44.0,Bronze,Store,Hyderabad
44866,Male,34.0,Gold,Online,Pune
44867,Female,37.0,Bronze,Store,Pune
44868,Female,33.0,None,Mobile,Jaipur
44869,Female,65.0,None,Store,Mumbai
44870,Female,59.0,Gold,Mobile,Jaipur
44871,Male,45.0,Gold,Store,Jaipur
44872,Female,48.0,Bronze,Mobile,Jaipur
44873,Male,33.0,Gold,Mobile,Bangalore
44874,Female,31.0,None,Store,Mumbai
44875,Male,64.0,Bronze,Online,Mumbai
44876,Male,27.0,None,Mobile,Delhi
44877,Male,19.0,Gold,Online,Mumbai
44878,Female,50.0,None,Mobile,Pune
44879,Male,58.0,Bronze,Store,Hyderabad
44880,Male,39.0,Silver,Online,Pune
44881,Female,19.0,Silver,Store,Bangalore
44882,Female,24.0,Gold,Store,Delhi
44883,Female,69.0,Bronze,Online,Pune
44884,Female,58.0,Silver,Mobile,Pune
44885,Female,62.0,Bronze,Mobile,Chandigarh
44886,Female,61.0,Bronze,Store,Chandigarh
44887,Male,47.0,None,Online,Hyderabad
44888,Male,55.0,Gold,Mobile,Chandigarh
44889,Female,56.0,Bronze,Store,Hyderabad
44890,Female,36.0,None,Mobile,Chandigarh
44891,Male,64.0,Gold,Store,Chandigarh
44892,Male,55.0,Silver,Online,Bangalore
44893,Male,34.0,Bronze,Online,Hyderabad
44894,Female,54.0,Silver,Store,Mumbai
44895,Male,27.0,None,Online,Hyderabad
44896,Male,32.0,Bronze,Online,Pune
44897,Female,22.0,Silver,Store,Chandigarh
44898,Female,67.0,None,Online,Pune
44899,Female,55.0,Silver,Store,Jaipur
44900,Male,60.0,None,Online,Chandigarh
44901,Female,52.0,Bronze,Mobile,Jaipur
44902,Male,21.0,Gold,Store,Pune
44903,Male,52.0,Silver,Mobile,Pune
44904,Female,18.0,Bronze,Online,Mumbai
44905,Male,34.0,Gold,Mobile,Delhi
44906,Female,38.0,Bronze,Store,Mumbai
44907,Female,63.0,None,Mobile,Jaipur
44908,Female,39.0,Silver,Store,Delhi
44909,Female,22.0,Bronze,Mobile,Jaipur
44910,Male,63.0,None,Store,Pune
44911,Female,53.0,Silver,Mobile,Mumbai
44912,Male,55.0,Bronze,Store,Delhi
44913,Male,26.0,Silver,Store,Delhi
44914,Female,37.0,Gold,Online,Jaipur
44915,Male,63.0,Bronze,Online,Chandigarh
44916,Female,59.0,Gold,Online,Delhi
44917,Female,62.0,Silver,Store,Delhi
44918,Female,31.0,None,Online,Mumbai
44919,Male,37.0,Gold,Store,Chandigarh
44920,Female,43.0,Bronze,Store,Bangalore
44921,Female,21.0,Silver,Store,Chandigarh
44922,Male,68.0,Bronze,Mobile,Mumbai
44923,Female,56.0,Gold,Online,Chandigarh
44924,Female,37.0,Silver,Store,Jaipur
44925,Female,59.0,Gold,Online,Mumbai
44926,Female,69.0,Gold,Online,Pune
44927,Female,28.0,Silver,Store,Chandigarh
44928,Female,24.0,None,Store,Mumbai
44929,Male,61.0,Gold,Mobile,Bangalore
44930,Female,48.0,Bronze,Online,Hyderabad
44931,Female,67.0,None,Mobile,Chandigarh
44932,Female,25.0,Silver,Online,Jaipur
44933,Female,40.0,Bronze,Store,Hyderabad
44934,Male,65.0,None,Mobile,Hyderabad
44935,Female,32.0,Silver,Mobile,Jaipur
44936,Male,18.0,None,Store,Jaipur
44937,Female,64.0,Silver,Store,Delhi
44938,Female,27.0,None,Online,Pune
44939,Male,58.0,Gold,Mobile,Jaipur
44940,Male,41.0,None,Mobile,Mumbai
44941,Female,32.0,Bronze,Mobile,Pune
44942,Female,66.0,Bronze,Online,Bangalore
44943,Female,65.0,Silver,Mobile,Hyderabad
44944,Female,38.0,None,Online,Jaipur
44945,Female,39.0,Gold,Online,Delhi
44946,Female,41.0,Gold,Mobile,Pune
44947,Male,27.0,None,Mobile,Chandigarh
44948,Female,40.0,None,Mobile,Pune
44949,Female,33.0,Bronze,Online,Chandigarh
44950,Female,22.0,Bronze,Store,Pune
44951,Male,50.0,Silver,Online,Pune
44952,Male,53.0,Gold,Online,Pune
44953,Male,42.0,None,Mobile,Hyderabad
44954,Female,57.0,Silver,Online,Pune
44955,Male,43.0,Bronze,Online,Bangalore
44956,Female,19.0,Bronze,Online,Chandigarh
44957,Female,51.0,Silver,Store,Jaipur
44958,Female,48.0,Silver,Store,Jaipur
44959,Female,57.0,Gold,Store,Chandigarh
44960,Female,61.0,Bronze,Store,Jaipur
44961,Female,62.0,Gold,Online,Chandigarh
44962,Female,36.0,Silver,Mobile,Hyderabad
44963,Male,54.0,Gold,Store,Delhi
44964,Male,35.0,Bronze,Store,Pune
44965,Male,67.0,Silver,Store,Pune
44966,Female,20.0,None,Store,Delhi
44967,Male,24.0,Gold,Mobile,Pune
44968,Female,40.0,Gold,Online,Hyderabad
44969,Male,,Bronze,Mobile,Hyderabad
44970,Male,18.0,None,Mobile,Hyderabad
44971,Female,67.0,Gold,Store,Jaipur
44972,Male,24.0,None,Mobile,Jaipur
44973,Female,39.0,Silver,Online,Pune
44974,Male,20.0,Bronze,Store,Bangalore
44975,Male,36.0,Gold,Mobile,Bangalore
44976,Male,47.0,None,Online,Bangalore
44977,Female,26.0,Bronze,Mobile,Hyderabad
44978,Female,52.0,None,Mobile,Pune
44979,Male,52.0,None,Online,Bangalore
44980,Male,30.0,Gold,Online,Pune
